CODGEO;CODGEO;LIBGEO;DENS;LIBDENS;PMUN21;P1;P2;P3;P4;P5;P6;P7;Département;Région;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES;NB_D201;NB_D202;NB_D203;NB_D206;NB_D207;NB_D208;NB_D210;NB_D212;NB_D214;NB_D231;NB_D232;NB_D233;NB_D235;NB_D237;NB_D238;NB_D240;NB_D243
97107;97107;Capesterre-Belle-Eau;3;Petites villes;17731;0,0;0,0;62,0;0,0;14,1;22,0;1,9;Guadeloupe;Guadeloupe;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;1;0;1;0;2;72;23;4;0;0;0;1
97115;97115;Lamentin;4;Ceintures urbaines;18527;0,0;0,0;0,0;91,0;0,0;8,7;0,3;Guadeloupe;Guadeloupe;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;1;0;1;1;42;15;4;5;0;0;1
97116;97116;Morne-à-l'Eau;4;Ceintures urbaines;15898;0,0;0,0;0,0;68,1;7,4;23,4;1,1;Guadeloupe;Guadeloupe;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;1;1;0;2;47;26;1;2;0;0;1
97120;97120;Pointe-à-Pitre;2;Centres urbains intermédiaires;14486;0,0;98,0;0,0;1,6;0,0;0,3;0,1;Guadeloupe;Guadeloupe;1;4;0;2;0;4;0;1;0;0;27;4;1;3;3;6;6;3;10;4;146;50;11;5;0;2;14
97124;97124;Saint-Claude;4;Ceintures urbaines;10700;0,0;9,7;0,0;79,0;0,0;10,6;0,8;Guadeloupe;Guadeloupe;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;23;8;0;2;0;0;1
97125;97125;Saint-François;3;Petites villes;13004;0,0;0,0;66,8;0,0;8,8;22,6;1,9;Guadeloupe;Guadeloupe;0;0;0;1;0;0;0;0;0;0;19;0;2;0;1;0;2;0;1;3;66;30;9;3;0;0;4
97129;97129;Sainte-Rose;3;Petites villes;17630;0,0;0,0;43,1;23,4;10,3;21,4;1,9;Guadeloupe;Guadeloupe;0;0;0;1;0;0;1;0;0;0;9;0;0;0;0;0;0;0;1;2;77;14;4;4;0;0;0
97207;97207;Ducos;2;Centres urbains intermédiaires;17912;0,0;46,3;0,0;45,1;0,0;7,9;0,7;Martinique;Martinique;0;0;0;1;0;0;0;0;0;0;10;1;0;1;0;0;0;0;0;3;44;22;5;4;0;0;2
97210;97210;Le François;3;Petites villes;15996;0,0;0,0;38,9;23,4;0,0;36,7;1,0;Martinique;Martinique;0;0;0;1;0;1;1;0;0;0;13;0;0;0;0;1;0;0;0;3;63;28;11;2;1;3;1
97220;97220;Rivière-Pilote;4;Ceintures urbaines;11712;0,0;0,0;0,0;54,4;17,4;27,9;0,3;Martinique;Martinique;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;1;60;18;4;1;0;0;0
97221;97221;Rivière-Salée;4;Ceintures urbaines;11887;0,0;0,0;0,0;78,4;0,0;20,5;1,1;Martinique;Martinique;0;0;0;1;0;0;0;0;0;0;8;1;0;0;0;0;0;0;1;3;41;37;7;3;0;0;1
97223;97223;Saint-Esprit;4;Ceintures urbaines;10270;0,0;0,0;0,0;79,8;0,0;19,2;1,0;Martinique;Martinique;0;0;0;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;50;15;0;0;0;0;1
97224;97224;Saint-Joseph;4;Ceintures urbaines;16135;0,0;0,0;0,0;88,6;0,0;10,8;0,6;Martinique;Martinique;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2;63;10;1;3;0;0;1
97228;97228;Sainte-Marie;4;Ceintures urbaines;14650;0,0;0,0;0,0;85,5;0,0;14,1;0,4;Martinique;Martinique;0;0;0;1;0;0;0;0;0;0;17;0;0;0;0;0;1;0;0;4;82;27;7;2;0;1;1
97229;97229;Schœlcher;1;Grands centres urbains;19341;72,3;0,0;0,0;25,3;0,0;2,2;0,3;Martinique;Martinique;1;10;0;1;0;0;0;0;0;0;20;3;1;2;3;1;0;2;3;5;105;40;3;3;2;2;9
97230;97230;La Trinité;4;Ceintures urbaines;11747;0,0;0,0;0,0;70,4;5,6;22,0;2,0;Martinique;Martinique;0;0;0;1;0;0;0;1;0;0;13;0;1;0;0;1;0;4;0;2;63;37;11;6;0;3;2
97305;97305;Macouria;5;Bourgs ruraux;18847;0,0;0,0;36,1;0,0;28,9;25,9;9,1;Guyane;Guyane;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;3;90;5;1;0;0;0;1
97306;97306;Mana;6;Rural à habitat dispersé;11764;0,0;0,0;0,0;0,0;39,7;42,6;17,8;Guyane;Guyane;0;0;0;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;4;1;0;0;0;0
97401;97401;Les Avirons;4;Ceintures urbaines;11434;0,0;0,0;0,0;96,4;0,0;3,4;0,2;La RÃ©union;La RÃ©union;0;0;0;1;0;0;0;1;0;0;11;0;0;0;0;0;0;0;0;2;21;32;9;1;0;0;2
97402;97402;Bras-Panon;2;Centres urbains intermédiaires;13344;0,0;63,4;0,0;27,3;0,0;8,0;1,3;La RÃ©union;La RÃ©union;0;0;0;1;0;0;0;1;0;0;14;1;0;0;0;1;0;0;0;2;21;19;8;0;0;1;3
97404;97404;L'Étang-Salé;2;Centres urbains intermédiaires;13836;0,0;41,4;0,0;33,1;14,3;10,2;1,0;La RÃ©union;La RÃ©union;0;0;0;1;0;0;0;1;0;0;17;0;0;2;1;0;1;1;0;3;50;41;11;4;0;1;2
97405;97405;Petite-Île;4;Ceintures urbaines;12617;0,0;0,0;0,0;85,8;0,0;13,9;0,3;La RÃ©union;La RÃ©union;1;1;0;5;0;0;0;1;0;0;13;0;0;0;0;0;1;0;0;2;36;28;10;1;0;0;2
97602;97602;Bandraboua;5;Bourgs ruraux;13989;0,0;0,0;21,4;0,0;70,4;7,6;0,7;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;0;0;0;0;0;0;0;0;0;3;5;4;0;0;0;0;0
97603;97603;Bandrele;5;Bourgs ruraux;10282;0,0;0,0;0,0;0,0;80,1;19,0;0,9;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;1;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0
97607;97607;Dembeni;2;Centres urbains intermédiaires;15848;0,0;79,0;0,0;10,0;0,0;10,3;0,8;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;1;0;0;0;0;0;0;0;0;3;8;2;0;0;0;0;0
97608;97608;Dzaoudzi;2;Centres urbains intermédiaires;17831;0,0;96,8;0,0;2,4;0,0;0,3;0,5;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;3;0;0;0;0;0;0;0;0;3;6;3;0;0;0;0;0
97614;97614;Ouangani;3;Petites villes;10203;0,0;0,0;99,7;0,0;0,0;0,1;0,2;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
97615;97615;Pamandzi;2;Centres urbains intermédiaires;11442;0,0;87,7;0,0;12,0;0,0;0,0;0,3;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;3;0;0;0;0;0;0;0;0;1;10;2;0;0;0;0;1
97616;97616;Sada;2;Centres urbains intermédiaires;11156;0,0;82,3;0,0;11,8;0,0;5,7;0,2;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;3;0;0;0;0;0;0;0;0;2;8;3;0;0;0;0;0
97617;97617;Tsingoni;2;Centres urbains intermédiaires;13934;0,0;83,4;0,0;5,2;5,9;4,5;1,0;Mayotte;Mayotte;2;13;1;8;6;0;0;0;6;9;0;0;0;0;0;0;0;0;0;4;16;5;0;0;0;0;0
